Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Sample_109,0.30424345,0.6158383,0.7087016,0.7744415,0.6242353,0.5191806,0.72589004,0.51823485,0.7078887,0.39403623,0.41745752,0.7475072,0.7242206,0.26257485,0.78113127,0.39674893,0.5352098,0.70517075,0.70529634,0.6321246,0.5183983,0.86845833,0.5865595,0.2674382,0.43133372,0.6299858,0.6839949,0.58547014,0.7067714,0.19813105,0.57315195,0.29438296,0.6607962,0.58767414,0.8018271,0.5755948,0.6693322,0.8075355,0.61522096,0.51289076,0.32837087,0.57650197,0.6815077,0.51762646,0.48763365,0.52490795,0.6412623,0.4760859,0.6192707,0.56406486,0.72980237,0.43674338,0.18829678,0.35410148,0.8157877,0.7498769,0.6760096,0.64681494,0.36450478,0.724694,0.5994952,0.69387066,0.5402504,0.24761415,0.597067,0.54668933,0.7513848,0.3879314,0.79571235,0.23624147,0.6970783,0.56753767,0.441962,0.71856177,0.48341417,0.7391389,0.41298026,0.44658768,0.71025014,0.6242057,0.6468466,0.55364907,0.21429321,0.6051414,0.75782865,0.27593175,0.3985176,0.66667455,0.44766766,0.61287194,0.4199214,0.595605,0.7458369,0.64806324,0.7963338,0.7194846,0.4649886,0.5996926,0.4447096,0.36508924
Sample_11,0.6445876,0.48565173,0.7116538,0.47917366,0.2420792,0.53908527,0.53311425,0.65714693,0.66706073,0.39033583,0.21463834,0.40763485,0.42465293,0.70644784,0.29032317,0.64771754,0.7452124,0.7858259,0.44593605,0.69649625,0.67467785,0.3781014,0.35529864,0.45840067,0.75432974,0.7118495,0.32048047,0.24906561,0.2156352,0.66193753,0.5821845,0.28468782,0.26610202,0.3958414,0.22519588,0.6462086,0.3968341,0.36007643,0.6938199,0.48973212,0.26432484,0.568381,0.16055152,0.5082192,0.51760817,0.49753633,0.7576475,0.28780636,0.6534998,0.7282394,0.58717465,0.45634216,0.73222387,0.48259827,0.581377,0.38486022,0.2966687,0.3154001,0.7270724,0.67239666,0.74494946,0.75311637,0.44923264,0.34346867,0.38529298,0.540051,0.33724365,0.49815288,0.3561015,0.7250279,0.31104976,0.78213084,0.6142148,0.8412819,0.49151084,0.65659577,0.52859926,0.525445,0.43672222,0.5855744,0.8348099,0.48128796,0.45121682,0.7414645,0.5329864,0.42579496,0.4606663,0.63383377,0.4848263,0.46161586,0.48518878,0.3081511,0.4624613,0.4556398,0.26909155,0.48038256,0.7506498,0.34400213,0.22046895,0.3683271
Sample_110,0.5375169,0.3839827,0.6876786,0.80990857,0.5839126,0.40471023,0.45546877,0.62820786,0.7707146,0.2687251,0.6195043,0.2477825,0.4917606,0.8059104,0.48000082,0.7981935,0.37411785,0.61816704,0.79297084,0.35357782,0.7261303,0.82928264,0.75067264,0.53872865,0.49874747,0.48315203,0.47106656,0.7493298,0.6463325,0.40604588,0.5345106,0.3297709,0.6882801,0.70412433,0.8205019,0.47918206,0.39241338,0.6031594,0.3842892,0.49593407,0.5493443,0.47906744,0.7115835,0.6595777,0.52100354,0.51845574,0.46149334,0.70475817,0.6732921,0.53501534,0.37698638,0.5966331,0.32687545,0.2925142,0.4488392,0.41373932,0.41212094,0.5894908,0.48406714,0.4784389,0.647259,0.40834418,0.43493605,0.75405234,0.58853894,0.3351301,0.5890515,0.33679783,0.2718677,0.5069535,0.6348453,0.5768764,0.33551985,0.768308,0.48365515,0.4949069,0.31932312,0.7132727,0.77188754,0.7222398,0.46785113,0.67994624,0.25046128,0.7293523,0.6841358,0.7444142,0.739092,0.41425198,0.55916953,0.70427805,0.5555816,0.7582785,0.49191305,0.69590145,0.59931856,0.36684036,0.61030734,0.66559154,0.47793573,0.7110032
Sample_111,0.23407696,0.18630582,0.68711364,0.65165675,0.68779504,0.24560706,0.6976585,0.573646,0.45695305,0.7369058,0.44535035,0.6748099,0.6467724,0.5283439,0.68572944,0.67557174,0.30324575,0.67033875,0.5003457,0.624608,0.2301335,0.5419464,0.4920088,0.39973596,0.28157124,0.75227994,0.7707767,0.71780205,0.6346958,0.55934584,0.5548572,0.73160595,0.23625496,0.58399117,0.6026046,0.5386817,0.55253696,0.7157105,0.60539734,0.3669381,0.735017,0.30753243,0.7658287,0.8077089,0.66291326,0.494874,0.67623436,0.40844715,0.6197749,0.6079854,0.584666,0.73633313,0.5587708,0.8186184,0.3695116,0.7067329,0.80738086,0.76467663,0.6426393,0.8055982,0.4629435,0.43356442,0.5370135,0.6801041,0.6265989,0.5630826,0.5047693,0.60181606,0.46777967,0.6733879,0.41870397,0.3530427,0.6079258,0.6498535,0.7189479,0.41207623,0.24240242,0.26871938,0.75243723,0.48491204,0.5091194,0.3166544,0.714074,0.4462629,0.7580981,0.42128137,0.49742332,0.566342,0.35021338,0.3854779,0.29159772,0.6074636,0.6136808,0.56782293,0.29290804,0.42690855,0.39611486,0.64207387,0.6972319,0.7855768
Sample_112,0.27674043,0.59287184,0.56267315,0.6402748,0.7401141,0.3744836,0.4437118,0.6595048,0.64703107,0.59392357,0.72716355,0.7435864,0.6647482,0.64479226,0.62469125,0.50279,0.4480927,0.34658656,0.67828846,0.47403973,0.72835535,0.5070705,0.5911101,0.523221,0.66853297,0.54761857,0.63166904,0.6865133,0.6572504,0.40577376,0.5944303,0.25567386,0.48371816,0.72642124,0.7191987,0.6943386,0.6116045,0.6269055,0.5552923,0.67018414,0.45212805,0.60556084,0.79309726,0.71904,0.43966985,0.4356859,0.51422024,0.61710715,0.58565664,0.5980334,0.30860367,0.6104727,0.5769309,0.6023197,0.5043285,0.45074832,0.61806357,0.69752556,0.3982461,0.47635335,0.68431544,0.5894694,0.26849148,0.69300395,0.49150532,0.65539944,0.5662534,0.3716814,0.745736,0.6905366,0.37869063,0.5505323,0.5574435,0.3722573,0.50194347,0.58104783,0.6107066,0.41316327,0.24132594,0.76700014,0.3123594,0.6349134,0.35123974,0.64003074,0.68192977,0.693781,0.367653,0.6165544,0.5991282,0.45205998,0.28725988,0.4689868,0.65773904,0.72494656,0.37533614,0.70539194,0.59312165,0.6976435,0.7121225,0.5847425
Sample_113,0.28022355,0.34899917,0.6424638,0.5434583,0.700536,0.3955558,0.5666804,0.7126136,0.50421906,0.5001198,0.57135445,0.6072313,0.38087243,0.33664683,0.6162745,0.4944082,0.72326493,0.5371765,0.7263898,0.5137416,0.28452766,0.7231592,0.48432606,0.67372555,0.71039474,0.6546811,0.66422355,0.7386331,0.78503525,0.52844685,0.6531832,0.7330061,0.57715416,0.35875356,0.63602644,0.51692414,0.55523145,0.44273454,0.60598093,0.3524854,0.6173242,0.4343466,0.5674038,0.49380815,0.7178112,0.3823959,0.629825,0.7042524,0.57938254,0.5171187,0.75377536,0.4200433,0.544191,0.6909246,0.50937766,0.75338775,0.72412574,0.7260535,0.5165682,0.4362241,0.68851674,0.32820237,0.6795302,0.41645294,0.47597155,0.66281843,0.6180734,0.52215016,0.6586159,0.40832523,0.48226258,0.7632408,0.46327198,0.42758262,0.6013058,0.735198,0.42079523,0.25564682,0.40886247,0.7571578,0.46013492,0.3149163,0.51105607,0.7418068,0.5449661,0.85036874,0.42375523,0.3527321,0.45076305,0.3678923,0.28890404,0.5910144,0.44018337,0.571414,0.6250554,0.4755332,0.7336897,0.6122395,0.686834,0.8133205
Sample_114,0.6900844,0.30450657,0.6174983,0.6234067,0.49615082,0.38622338,0.7658607,0.40501618,0.6641863,0.4261459,0.5396899,0.7753588,0.4417378,0.69790304,0.627617,0.63071734,0.4459964,0.79275906,0.5387375,0.40299305,0.7782819,0.26616114,0.6540892,0.67476207,0.72088355,0.5000165,0.6562915,0.46722043,0.7150502,0.2657198,0.52163994,0.6797858,0.7613226,0.26763976,0.7692593,0.66328657,0.8462926,0.69815814,0.54628545,0.4828859,0.5859224,0.38693368,0.7486581,0.7647812,0.16935687,0.74959123,0.34731957,0.33860958,0.66460514,0.5112085,0.23453844,0.8003888,0.5527762,0.3482705,0.654942,0.67034215,0.84446704,0.78319746,0.5571605,0.61924946,0.512817,0.70669234,0.42949408,0.6910132,0.59744734,0.6114465,0.6677834,0.6285601,0.682793,0.27158436,0.3618417,0.5023587,0.34274712,0.5211121,0.4077136,0.77162063,0.60505295,0.6800797,0.7759353,0.67268693,0.52319014,0.54795265,0.6307483,0.7402215,0.5888627,0.6664725,0.43536693,0.7723938,0.28960615,0.6046585,0.37407523,0.28376657,0.7841356,0.29659504,0.4684239,0.43112418,0.49841842,0.43208128,0.53739774,0.42103672
Sample_115,0.45773998,0.5903909,0.7012466,0.5799359,0.780087,0.7531857,0.67909145,0.6583743,0.56911,0.44562292,0.5875917,0.4541511,0.5163512,0.5574449,0.63524973,0.62195665,0.56528693,0.5631856,0.6953409,0.60524535,0.53746784,0.51448876,0.6229678,0.42807662,0.46803862,0.6747353,0.6527366,0.52904075,0.6693431,0.36994585,0.7223867,0.67390513,0.66382796,0.34821045,0.3379531,0.50152504,0.53282464,0.5594886,0.5474117,0.59687394,0.5970242,0.5857301,0.7070298,0.530156,0.730267,0.7223648,0.21419445,0.4254239,0.7805189,0.3246906,0.47319382,0.5340229,0.26850373,0.793161,0.57094157,0.6504116,0.4219286,0.7176048,0.53912413,0.7216913,0.7218221,0.4767837,0.6739638,0.670462,0.4426415,0.3243359,0.81131244,0.33635378,0.7117982,0.71719915,0.6912371,0.4119333,0.28745478,0.45972723,0.35572258,0.34730646,0.59367967,0.6541834,0.40255684,0.46173045,0.6943246,0.29643476,0.35801736,0.6999798,0.5961984,0.38409552,0.62469304,0.47622618,0.48402902,0.7181888,0.6229038,0.3674791,0.55182534,0.5926465,0.68189144,0.6924255,0.59234416,0.74042284,0.15496592,0.65593547
Sample_116,0.40753746,0.29945263,0.6747623,0.5371436,0.82399476,0.5754162,0.69025207,0.45078585,0.68621993,0.57727253,0.684194,0.6953788,0.6898997,0.67721635,0.68053645,0.7260262,0.78714746,0.6353493,0.7895525,0.43395382,0.49632347,0.24898332,0.6692021,0.67596924,0.5117299,0.6998228,0.39115116,0.41331226,0.55328304,0.62932646,0.618822,0.62397313,0.6888686,0.24178809,0.44635946,0.46305877,0.6936617,0.40812543,0.19399789,0.19225536,0.6427456,0.6575992,0.5681751,0.57217723,0.8319653,0.3347677,0.43027914,0.63343996,0.48433834,0.35817385,0.52459824,0.38842326,0.78728986,0.42000628,0.792971,0.5664209,0.6726972,0.63539505,0.34871143,0.69727963,0.4216029,0.3015172,0.5071464,0.6031429,0.6763251,0.74307525,0.42841685,0.4843657,0.7172621,0.7611351,0.7246789,0.6302358,0.54102606,0.5720051,0.39109778,0.52060246,0.4399846,0.36266375,0.63216376,0.7846655,0.39674085,0.55424035,0.77294296,0.70500076,0.6031303,0.5994951,0.70544404,0.6190481,0.6253627,0.47647983,0.32254684,0.76155436,0.3012242,0.8061019,0.3944491,0.2642169,0.6857426,0.6742735,0.379133,0.31827486
Sample_117,0.60447764,0.44413376,0.6843021,0.8114764,0.45978206,0.7351655,0.74345833,0.6360384,0.79665977,0.42534286,0.68608886,0.4377119,0.7299293,0.32502407,0.67298204,0.41052338,0.4410848,0.7870707,0.3573383,0.7232665,0.5687202,0.554649,0.6086205,0.32647344,0.46125346,0.43670586,0.42898443,0.7261424,0.5537032,0.34628212,0.79206854,0.6810918,0.60068727,0.33179763,0.75677866,0.3999393,0.20628558,0.5498912,0.42785743,0.26692465,0.75344753,0.77946556,0.79223293,0.7876855,0.26247185,0.5182041,0.68823546,0.6200059,0.5641428,0.51289725,0.3992759,0.21913058,0.6394794,0.4398982,0.41825885,0.6158838,0.6823285,0.6709659,0.57736015,0.8084209,0.62061065,0.351578,0.5313613,0.25233242,0.77614385,0.479395,0.6791747,0.3442632,0.6785867,0.45322227,0.8075584,0.75229174,0.47994298,0.67523885,0.4160641,0.700136,0.4334675,0.5509604,0.7836187,0.7609314,0.6973985,0.28571653,0.69466865,0.47756183,0.79475385,0.57916343,0.7901373,0.6827958,0.51155186,0.7704778,0.31432503,0.3141252,0.3127293,0.71223617,0.47846854,0.68529063,0.5749582,0.21731272,0.786558,0.8351143
Sample_118,0.5823535,0.5805599,0.39994484,0.5824383,0.6264846,0.44925708,0.6582448,0.5680375,0.6283943,0.5520647,0.80221164,0.62292325,0.3358729,0.7219406,0.51969784,0.45481116,0.6041853,0.6700719,0.28890693,0.2980255,0.68640196,0.45255715,0.41743731,0.768568,0.4372008,0.70673954,0.6184058,0.6836296,0.75527453,0.5469668,0.4049608,0.3697551,0.66493547,0.32885322,0.7879132,0.21354368,0.5962948,0.6685472,0.42813227,0.59380794,0.6490911,0.5219344,0.77078456,0.72079146,0.34180593,0.6196458,0.41589358,0.70354986,0.71885544,0.5079514,0.68052447,0.38292235,0.79142076,0.62613034,0.65926456,0.6503071,0.3488978,0.6609071,0.30566156,0.6620458,0.5824334,0.6910083,0.69326216,0.48458898,0.46177542,0.72672623,0.6196806,0.27152008,0.77009773,0.2966085,0.56099683,0.40140095,0.6462889,0.4197267,0.3732467,0.82748926,0.50806034,0.40785608,0.43523982,0.5608993,0.56939054,0.40691975,0.43143442,0.6011152,0.61940724,0.36850673,0.5154537,0.7538771,0.50694335,0.46421742,0.5106609,0.4573461,0.626643,0.793172,0.78658414,0.72186375,0.41062045,0.7504932,0.7630162,0.66276
Sample_119,0.60440737,0.2547136,0.68528765,0.5431221,0.69631386,0.38457778,0.36160892,0.23786463,0.77377445,0.6520968,0.482642,0.65645814,0.43846154,0.78631765,0.42924494,0.6885716,0.6378708,0.48785496,0.2842358,0.5420838,0.21393867,0.44701803,0.73264974,0.4400967,0.25948524,0.38263124,0.6957223,0.7574506,0.45200375,0.53209364,0.5572251,0.6695808,0.67770827,0.67671365,0.6774147,0.6983758,0.66702604,0.6994691,0.59128505,0.5511881,0.6066444,0.6890753,0.63217527,0.43749905,0.61863977,0.5580758,0.3287778,0.68808955,0.6200665,0.6774693,0.64086217,0.29286435,0.5875473,0.62023634,0.5354008,0.68071026,0.7334556,0.7287948,0.39866847,0.33341032,0.3586262,0.6597162,0.5784855,0.757513,0.6231788,0.59883094,0.68133754,0.68007976,0.61145496,0.3723734,0.7968164,0.66183364,0.70348126,0.52385587,0.7801231,0.47971803,0.33039555,0.17882447,0.35912496,0.7749445,0.6186886,0.26481694,0.36456606,0.46440145,0.7493299,0.56423765,0.34259817,0.72240144,0.58893824,0.7206684,0.36929017,0.7960351,0.52804875,0.76102084,0.43036193,0.18940791,0.24444428,0.52566767,0.61976457,0.64699006
