epoch_10,epoch_20,epoch_30,epoch_40,epoch_50,epoch_60,epoch_70,epoch_80,epoch_90,epoch_100
ENSG00000163032.12_x,ENSG00000176165.12_x,ENSG00000106004.5_x,ENSG00000136574.17_x,ENSG00000184058.14_x,ENSG00000168348.4_x,ENSG00000147889.17_x,ENSG00000168621.15_x,ENSG00000168621.15_x,ENSG00000168621.15_x
ENSG00000102924.12_x,ENSG00000163032.12_x,ENSG00000120093.11_x,ENSG00000182968.5_x,ENSG00000253293.5_x,ENSG00000189431.8_x,ENSG00000168621.15_x,ENSG00000147889.17_x,ENSG00000130675.15_x,ENSG00000130675.15_x
ENSG00000196090.12_x,ENSG00000175497.17_x,ENSG00000125384.7_x,ENSG00000106004.5_x,ENSG00000115844.11_x,ENSG00000154975.14_x,ENSG00000262481.5_x,ENSG00000174473.16_x,ENSG00000174473.16_x,ENSG00000147889.17_x
ENSG00000167244.21_x,ENSG00000167244.21_x,ENSG00000176165.12_x,ENSG00000120093.11_x,ENSG00000182968.5_x,ENSG00000182968.5_x,ENSG00000204335.4_x,ENSG00000130675.15_x,ENSG00000147889.17_x,ENSG00000182968.5_x
ENSG00000172005.11_x,ENSG00000196090.12_x,ENSG00000153266.13_x,ENSG00000176165.12_x,ENSG00000213889.10_x,ENSG00000112319.19_x,ENSG00000130675.15_x,ENSG00000262481.5_x,ENSG00000182968.5_x,ENSG00000174473.16_x
ENSG00000175497.17_x,ENSG00000172005.11_x,ENSG00000175497.17_x,ENSG00000175497.17_x,ENSG00000168348.4_x,ENSG00000253293.5_x,ENSG00000154975.14_x,ENSG00000182968.5_x,ENSG00000262481.5_x,ENSG00000262481.5_x
ENSG00000143355.16_x,ENSG00000151892.14_x,ENSG00000163032.12_x,ENSG00000115844.11_x,ENSG00000120093.11_x,ENSG00000130675.15_x,ENSG00000174473.16_x,ENSG00000154975.14_x,ENSG00000169594.13_x,ENSG00000169594.13_x
ENSG00000151892.14_x,ENSG00000165238.16_x,ENSG00000167244.21_x,ENSG00000184058.14_x,ENSG00000106004.5_x,ENSG00000262481.5_x,ENSG00000189431.8_x,ENSG00000277586.3_x,ENSG00000154975.14_x,ENSG00000183734.4_x
ENSG00000165238.16_x,ENSG00000143355.16_x,ENSG00000196090.12_x,ENSG00000167244.21_x,ENSG00000130675.15_x,ENSG00000168621.15_x,ENSG00000182968.5_x,ENSG00000169594.13_x,ENSG00000183734.4_x,ENSG00000154975.14_x
ENSG00000134363.12_x,ENSG00000101198.15_x,ENSG00000151892.14_x,ENSG00000143355.16_x,ENSG00000240747.8_x,ENSG00000174473.16_x,ENSG00000169594.13_x,ENSG00000189431.8_x,ENSG00000151962.8_x,ENSG00000189431.8_x
ENSG00000101198.15_x,ENSG00000163623.9_x,ENSG00000172005.11_x,ENSG00000163032.12_x,ENSG00000143355.16_x,ENSG00000240747.8_x,ENSG00000253293.5_x,ENSG00000183734.4_x,ENSG00000189431.8_x,ENSG00000151962.8_x
ENSG00000108018.15_x,ENSG00000134363.12_x,ENSG00000143355.16_x,ENSG00000196090.12_x,ENSG00000175497.17_x,ENSG00000120093.11_x,ENSG00000112319.19_x,ENSG00000151962.8_x,ENSG00000277586.3_x,ENSG00000182255.7_x
ENSG00000170370.12_x,ENSG00000087510.7_x,ENSG00000165238.16_x,ENSG00000240747.8_x,ENSG00000176165.12_x,ENSG00000106004.5_x,ENSG00000120093.11_x,ENSG00000120093.11_x,ENSG00000120093.11_x,ENSG00000143355.16_x
ENSG00000164532.11_x,ENSG00000170370.12_x,ENSG00000101198.15_x,ENSG00000151892.14_x,ENSG00000174473.16_x,ENSG00000169594.13_x,ENSG00000240747.8_x,ENSG00000143355.16_x,ENSG00000143355.16_x,ENSG00000120093.11_x
ENSG00000128610.12_x,ENSG00000164532.11_x,ENSG00000134363.12_x,ENSG00000172005.11_x,ENSG00000168621.15_x,ENSG00000143355.16_x,ENSG00000143355.16_x,ENSG00000253293.5_x,ENSG00000182255.7_x,ENSG00000277586.3_x
ENSG00000242265.5_x,ENSG00000242265.5_x,ENSG00000115844.11_x,ENSG00000165238.16_x,ENSG00000167244.21_x,ENSG00000204335.4_x,ENSG00000168748.14_x,ENSG00000169856.9_x,ENSG00000169856.9_x,ENSG00000177519.4_x
ENSG00000162344.4_x,ENSG00000108018.15_x,ENSG00000170370.12_x,ENSG00000130675.15_x,ENSG00000168748.14_x,ENSG00000168748.14_x,ENSG00000106004.5_x,ENSG00000112319.19_x,ENSG00000134363.12_x,ENSG00000169856.9_x
ENSG00000144331.20_x,ENSG00000162344.4_x,ENSG00000164532.11_x,ENSG00000168348.4_x,ENSG00000196090.12_x,ENSG00000175497.17_x,ENSG00000151962.8_x,ENSG00000168748.14_x,ENSG00000184937.15_x,ENSG00000184937.15_x
ENSG00000117069.15_x,ENSG00000128610.12_x,ENSG00000184937.15_x,ENSG00000101198.15_x,ENSG00000165238.16_x,ENSG00000176165.12_x,ENSG00000169856.9_x,ENSG00000182255.7_x,ENSG00000177519.4_x,ENSG00000134363.12_x
ENSG00000184937.15_x,ENSG00000184937.15_x,ENSG00000240747.8_x,ENSG00000134363.12_x,ENSG00000163032.12_x,ENSG00000184937.15_x,ENSG00000182255.7_x,ENSG00000106004.5_x,ENSG00000106004.5_x,ENSG00000178171.10_x
ENSG00000184350.11_x,ENSG00000153266.13_x,ENSG00000128610.12_x,ENSG00000184937.15_x,ENSG00000262481.5_x,ENSG00000169856.9_x,ENSG00000184937.15_x,ENSG00000134363.12_x,ENSG00000168748.14_x,ENSG00000106004.5_x
ENSG00000136352.18_x,ENSG00000184350.11_x,ENSG00000242265.5_x,ENSG00000164532.11_x,ENSG00000184937.15_x,ENSG00000167244.21_x,ENSG00000134363.12_x,ENSG00000240747.8_x,ENSG00000253293.5_x,ENSG00000168748.14_x
ENSG00000169856.9_x,ENSG00000144331.20_x,ENSG00000184350.11_x,ENSG00000128610.12_x,ENSG00000151892.14_x,ENSG00000196090.12_x,ENSG00000175497.17_x,ENSG00000184937.15_x,ENSG00000178171.10_x,ENSG00000253293.5_x
ENSG00000182255.7_x,ENSG00000117069.15_x,ENSG00000162344.4_x,ENSG00000170370.12_x,ENSG00000172005.11_x,ENSG00000151962.8_x,ENSG00000128610.12_x,ENSG00000177519.4_x,ENSG00000112319.19_x,ENSG00000112319.19_x
ENSG00000128683.14_x,ENSG00000136352.18_x,ENSG00000108018.15_x,ENSG00000168748.14_x,ENSG00000128610.12_x,ENSG00000128610.12_x,ENSG00000183734.4_x,ENSG00000178171.10_x,ENSG00000128610.12_x,ENSG00000128610.12_x
ENSG00000130283.9_x,ENSG00000240747.8_x,ENSG00000117069.15_x,ENSG00000168621.15_x,ENSG00000134363.12_x,ENSG00000182255.7_x,ENSG00000178171.10_x,ENSG00000128610.12_x,ENSG00000240747.8_x,ENSG00000265690.7_x
ENSG00000240747.8_x,ENSG00000169856.9_x,ENSG00000169856.9_x,ENSG00000174473.16_x,ENSG00000169594.13_x,ENSG00000134363.12_x,ENSG00000177519.4_x,ENSG00000175497.17_x,ENSG00000265690.7_x,ENSG00000204950.4_x
ENSG00000087510.7_x,ENSG00000115844.11_x,ENSG00000144331.20_x,ENSG00000184350.11_x,ENSG00000164532.11_x,ENSG00000165238.16_x,ENSG00000144331.20_x,ENSG00000144331.20_x,ENSG00000204950.4_x,ENSG00000138136.6_x
ENSG00000178171.10_x,ENSG00000182255.7_x,ENSG00000184058.14_x,ENSG00000169856.9_x,ENSG00000169856.9_x,ENSG00000164532.11_x,ENSG00000176165.12_x,ENSG00000265690.7_x,ENSG00000138136.6_x,ENSG00000175497.17_x
ENSG00000092758.18_x,ENSG00000130283.9_x,ENSG00000136352.18_x,ENSG00000213889.10_x,ENSG00000184350.11_x,ENSG00000172005.11_x,ENSG00000164532.11_x,ENSG00000204950.4_x,ENSG00000144331.20_x,ENSG00000240747.8_x
ENSG00000078328.21_x,ENSG00000092758.18_x,ENSG00000168748.14_x,ENSG00000242265.5_x,ENSG00000204335.4_x,ENSG00000163032.12_x,ENSG00000196090.12_x,ENSG00000164532.11_x,ENSG00000175497.17_x,ENSG00000186867.11_x
ENSG00000109182.12_x,ENSG00000128683.14_x,ENSG00000174473.16_x,ENSG00000162344.4_x,ENSG00000101198.15_x,ENSG00000184350.11_x,ENSG00000167244.21_x,ENSG00000138136.6_x,ENSG00000186867.11_x,ENSG00000144331.20_x
ENSG00000115844.11_x,ENSG00000109182.12_x,ENSG00000182255.7_x,ENSG00000151962.8_x,ENSG00000151962.8_x,ENSG00000178171.10_x,ENSG00000165238.16_x,ENSG00000196090.12_x,ENSG00000160224.17_x,ENSG00000183979.8_x
ENSG00000111344.11_x,ENSG00000178171.10_x,ENSG00000130675.15_x,ENSG00000108018.15_x,ENSG00000170370.12_x,ENSG00000151892.14_x,ENSG00000184350.11_x,ENSG00000186867.11_x,ENSG00000183979.8_x,ENSG00000160224.17_x
ENSG00000151962.8_x,ENSG00000151962.8_x,ENSG00000168621.15_x,ENSG00000144331.20_x,ENSG00000182255.7_x,ENSG00000144331.20_x,ENSG00000172005.11_x,ENSG00000176165.12_x,ENSG00000164532.11_x,ENSG00000172005.11_x
ENSG00000162989.5_x,ENSG00000078328.21_x,ENSG00000151962.8_x,ENSG00000117069.15_x,ENSG00000144331.20_x,ENSG00000101198.15_x,ENSG00000204950.4_x,ENSG00000172005.11_x,ENSG00000196090.12_x,ENSG00000196090.12_x
ENSG00000153266.13_x,ENSG00000162989.5_x,ENSG00000130283.9_x,ENSG00000182255.7_x,ENSG00000178171.10_x,ENSG00000177519.4_x,ENSG00000163032.12_x,ENSG00000160224.17_x,ENSG00000172005.11_x,ENSG00000164532.11_x
ENSG00000174473.16_x,ENSG00000111344.11_x,ENSG00000109182.12_x,ENSG00000136352.18_x,ENSG00000242265.5_x,ENSG00000170370.12_x,ENSG00000151892.14_x,ENSG00000184350.11_x,ENSG00000184350.11_x,ENSG00000162989.5_x
ENSG00000168621.15_x,ENSG00000174473.16_x,ENSG00000092758.18_x,ENSG00000178171.10_x,ENSG00000117069.15_x,ENSG00000136352.18_x,ENSG00000101198.15_x,ENSG00000165238.16_x,ENSG00000151892.14_x,ENSG00000151892.14_x
ENSG00000163623.9_x,ENSG00000168621.15_x,ENSG00000178171.10_x,ENSG00000130283.9_x,ENSG00000108018.15_x,ENSG00000117069.15_x,ENSG00000265690.7_x,ENSG00000183979.8_x,ENSG00000136352.18_x,ENSG00000184350.11_x
ENSG00000177519.4_x,ENSG00000168748.14_x,ENSG00000128683.14_x,ENSG00000109182.12_x,ENSG00000162344.4_x,ENSG00000204950.4_x,ENSG00000136352.18_x,ENSG00000151892.14_x,ENSG00000176165.12_x,ENSG00000136352.18_x
ENSG00000168748.14_x,ENSG00000177519.4_x,ENSG00000111344.11_x,ENSG00000111344.11_x,ENSG00000136352.18_x,ENSG00000108018.15_x,ENSG00000170370.12_x,ENSG00000167244.21_x,ENSG00000162989.5_x,ENSG00000101198.15_x
ENSG00000145832.14_x,ENSG00000125384.7_x,ENSG00000078328.21_x,ENSG00000204335.4_x,ENSG00000177519.4_x,ENSG00000111344.11_x,ENSG00000160224.17_x,ENSG00000136352.18_x,ENSG00000165238.16_x,ENSG00000111344.11_x
ENSG00000103546.18_x,ENSG00000127561.15_x,ENSG00000162989.5_x,ENSG00000092758.18_x,ENSG00000111344.11_x,ENSG00000242265.5_x,ENSG00000117069.15_x,ENSG00000101198.15_x,ENSG00000101198.15_x,ENSG00000165238.16_x
ENSG00000127561.15_x,ENSG00000145832.14_x,ENSG00000177519.4_x,ENSG00000128683.14_x,ENSG00000109182.12_x,ENSG00000162344.4_x,ENSG00000111344.11_x,ENSG00000163032.12_x,ENSG00000111344.11_x,ENSG00000176165.12_x
ENSG00000167178.16_x,ENSG00000183454.17_x,ENSG00000103546.18_x,ENSG00000177519.4_x,ENSG00000130283.9_x,ENSG00000162989.5_x,ENSG00000186867.11_x,ENSG00000111344.11_x,ENSG00000163032.12_x,ENSG00000182450.13_x
ENSG00000183454.17_x,ENSG00000103546.18_x,ENSG00000127561.15_x,ENSG00000162989.5_x,ENSG00000162989.5_x,ENSG00000183734.4_x,ENSG00000138136.6_x,ENSG00000162989.5_x,ENSG00000167244.21_x,ENSG00000101977.21_x
ENSG00000170775.3_x,ENSG00000184058.14_x,ENSG00000183454.17_x,ENSG00000262481.5_x,ENSG00000092758.18_x,ENSG00000109182.12_x,ENSG00000162989.5_x,ENSG00000117069.15_x,ENSG00000117069.15_x,ENSG00000108018.15_x
ENSG00000197467.15_x,ENSG00000167178.16_x,ENSG00000168348.4_x,ENSG00000078328.21_x,ENSG00000128683.14_x,ENSG00000160224.17_x,ENSG00000108018.15_x,ENSG00000170370.12_x,ENSG00000128683.14_x,ENSG00000128683.14_x
ENSG00000268400.5_x,ENSG00000170775.3_x,ENSG00000145832.14_x,ENSG00000103546.18_x,ENSG00000103546.18_x,ENSG00000128683.14_x,ENSG00000242265.5_x,ENSG00000108018.15_x,ENSG00000182450.13_x,ENSG00000163032.12_x
ENSG00000184058.14_x,ENSG00000130675.15_x,ENSG00000167178.16_x,ENSG00000169594.13_x,ENSG00000204950.4_x,ENSG00000103546.18_x,ENSG00000162344.4_x,ENSG00000128683.14_x,ENSG00000108018.15_x,ENSG00000117069.15_x
ENSG00000145147.20_x,ENSG00000197467.15_x,ENSG00000268400.5_x,ENSG00000127561.15_x,ENSG00000078328.21_x,ENSG00000265690.7_x,ENSG00000128683.14_x,ENSG00000103546.18_x,ENSG00000170370.12_x,ENSG00000170370.12_x
ENSG00000181291.8_x,ENSG00000268400.5_x,ENSG00000170775.3_x,ENSG00000183454.17_x,ENSG00000127561.15_x,ENSG00000130283.9_x,ENSG00000103546.18_x,ENSG00000182450.13_x,ENSG00000103546.18_x,ENSG00000103546.18_x
ENSG00000053438.11_x,ENSG00000181291.8_x,ENSG00000197467.15_x,ENSG00000145832.14_x,ENSG00000183454.17_x,ENSG00000092758.18_x,ENSG00000183979.8_x,ENSG00000078328.21_x,ENSG00000101977.21_x,ENSG00000173838.12_x
ENSG00000113739.10_x,ENSG00000053438.11_x,ENSG00000181291.8_x,ENSG00000268400.5_x,ENSG00000145832.14_x,ENSG00000138136.6_x,ENSG00000109182.12_x,ENSG00000127561.15_x,ENSG00000173838.12_x,ENSG00000197467.15_x
ENSG00000101746.15_x,ENSG00000145087.12_x,ENSG00000145087.12_x,ENSG00000167178.16_x,ENSG00000268400.5_x,ENSG00000078328.21_x,ENSG00000078328.21_x,ENSG00000162344.4_x,ENSG00000078328.21_x,ENSG00000170577.8_x
ENSG00000185652.12_x,ENSG00000113739.10_x,ENSG00000169181.13_x,ENSG00000204950.4_x,ENSG00000160224.17_x,ENSG00000127561.15_x,ENSG00000127561.15_x,ENSG00000242265.5_x,ENSG00000197467.15_x,ENSG00000078328.21_x
ENSG00000145087.12_x,ENSG00000145147.20_x,ENSG00000113739.10_x,ENSG00000170775.3_x,ENSG00000138136.6_x,ENSG00000186867.11_x,ENSG00000130283.9_x,ENSG00000109182.12_x,ENSG00000170577.8_x,ENSG00000167244.21_x
ENSG00000007516.14_x,ENSG00000185652.12_x,ENSG00000053438.11_x,ENSG00000197467.15_x,ENSG00000167178.16_x,ENSG00000268400.5_x,ENSG00000092758.18_x,ENSG00000169181.13_x,ENSG00000127561.15_x,ENSG00000152430.17_x
ENSG00000120875.9_x,ENSG00000169181.13_x,ENSG00000185652.12_x,ENSG00000138136.6_x,ENSG00000169181.13_x,ENSG00000183454.17_x,ENSG00000182450.13_x,ENSG00000130283.9_x,ENSG00000169181.13_x,ENSG00000215845.11_x
ENSG00000169181.13_x,ENSG00000007516.14_x,ENSG00000138136.6_x,ENSG00000145087.12_x,ENSG00000145087.12_x,ENSG00000145832.14_x,ENSG00000169181.13_x,ENSG00000170577.8_x,ENSG00000152430.17_x,ENSG00000114812.13_x
ENSG00000215845.11_x,ENSG00000101746.15_x,ENSG00000215845.11_x,ENSG00000169181.13_x,ENSG00000197467.15_x,ENSG00000169181.13_x,ENSG00000268400.5_x,ENSG00000197467.15_x,ENSG00000215845.11_x,ENSG00000127561.15_x
ENSG00000115353.11_x,ENSG00000215845.11_x,ENSG00000145147.20_x,ENSG00000181291.8_x,ENSG00000170775.3_x,ENSG00000167178.16_x,ENSG00000167178.16_x,ENSG00000092758.18_x,ENSG00000114812.13_x,ENSG00000175868.14_x
ENSG00000130675.15_x,ENSG00000120875.9_x,ENSG00000007516.14_x,ENSG00000113739.10_x,ENSG00000182450.13_x,ENSG00000145087.12_x,ENSG00000145832.14_x,ENSG00000173838.12_x,ENSG00000109182.12_x,ENSG00000115353.11_x
ENSG00000148926.10_x,ENSG00000115353.11_x,ENSG00000101746.15_x,ENSG00000185652.12_x,ENSG00000181291.8_x,ENSG00000182450.13_x,ENSG00000183454.17_x,ENSG00000167178.16_x,ENSG00000115353.11_x,ENSG00000182379.10_x
ENSG00000185518.11_x,ENSG00000138136.6_x,ENSG00000204335.4_x,ENSG00000215845.11_x,ENSG00000185652.12_x,ENSG00000183979.8_x,ENSG00000145087.12_x,ENSG00000101977.21_x,ENSG00000182379.10_x,ENSG00000169181.13_x
ENSG00000124191.18_x,ENSG00000182450.13_x,ENSG00000120875.9_x,ENSG00000053438.11_x,ENSG00000113739.10_x,ENSG00000197467.15_x,ENSG00000284862.3_x,ENSG00000284862.3_x,ENSG00000175868.14_x,ENSG00000146013.11_x
ENSG00000182450.13_x,ENSG00000185518.11_x,ENSG00000182450.13_x,ENSG00000145147.20_x,ENSG00000265690.7_x,ENSG00000284862.3_x,ENSG00000170577.8_x,ENSG00000215845.11_x,ENSG00000167178.16_x,ENSG00000043039.7_x
ENSG00000166106.3_x,ENSG00000286022.1_x,ENSG00000286022.1_x,ENSG00000007516.14_x,ENSG00000286022.1_x,ENSG00000185652.12_x,ENSG00000197467.15_x,ENSG00000182379.10_x,ENSG00000126259.19_x,ENSG00000126259.19_x
ENSG00000138136.6_x,ENSG00000148926.10_x,ENSG00000115353.11_x,ENSG00000182450.13_x,ENSG00000145147.20_x,ENSG00000181291.8_x,ENSG00000215845.11_x,ENSG00000268400.5_x,ENSG00000162344.4_x,ENSG00000161544.10_x
ENSG00000171094.18_x,ENSG00000124191.18_x,ENSG00000204950.4_x,ENSG00000286022.1_x,ENSG00000215845.11_x,ENSG00000113739.10_x,ENSG00000145147.20_x,ENSG00000145087.12_x,ENSG00000146013.11_x,ENSG00000135423.13_x
ENSG00000144649.9_x,ENSG00000171094.18_x,ENSG00000185518.11_x,ENSG00000101746.15_x,ENSG00000053438.11_x,ENSG00000170775.3_x,ENSG00000182379.10_x,ENSG00000145832.14_x,ENSG00000242265.5_x,ENSG00000109182.12_x
ENSG00000286022.1_x,ENSG00000090339.9_x,ENSG00000148926.10_x,ENSG00000185518.11_x,ENSG00000007516.14_x,ENSG00000286022.1_x,ENSG00000286022.1_x,ENSG00000183454.17_x,ENSG00000130283.9_x,ENSG00000167178.16_x
ENSG00000185567.7_x,ENSG00000144649.9_x,ENSG00000171094.18_x,ENSG00000120875.9_x,ENSG00000101746.15_x,ENSG00000170577.8_x,ENSG00000185652.12_x,ENSG00000126259.19_x,ENSG00000043039.7_x,ENSG00000124191.18_x
ENSG00000090339.9_x,ENSG00000185567.7_x,ENSG00000124191.18_x,ENSG00000115353.11_x,ENSG00000185518.11_x,ENSG00000145147.20_x,ENSG00000181291.8_x,ENSG00000115353.11_x,ENSG00000284862.3_x,ENSG00000130283.9_x
ENSG00000204389.10_x,ENSG00000166106.3_x,ENSG00000090339.9_x,ENSG00000160224.17_x,ENSG00000284862.3_x,ENSG00000215845.11_x,ENSG00000113739.10_x,ENSG00000114812.13_x,ENSG00000092758.18_x,ENSG00000284862.3_x
ENSG00000170577.8_x,ENSG00000204389.10_x,ENSG00000185567.7_x,ENSG00000148926.10_x,ENSG00000115353.11_x,ENSG00000101746.15_x,ENSG00000126259.19_x,ENSG00000152430.17_x,ENSG00000161544.10_x,ENSG00000101230.6_x
ENSG00000204950.4_x,ENSG00000170577.8_x,ENSG00000144649.9_x,ENSG00000171094.18_x,ENSG00000170577.8_x,ENSG00000185518.11_x,ENSG00000101746.15_x,ENSG00000145147.20_x,ENSG00000124191.18_x,ENSG00000162344.4_x
ENSG00000111907.21_x,ENSG00000204950.4_x,ENSG00000170577.8_x,ENSG00000170577.8_x,ENSG00000120875.9_x,ENSG00000007516.14_x,ENSG00000185518.11_x,ENSG00000146013.11_x,ENSG00000145832.14_x,ENSG00000254726.3_x
ENSG00000088836.14_x,ENSG00000111907.21_x,ENSG00000204389.10_x,ENSG00000124191.18_x,ENSG00000183979.8_x,ENSG00000115353.11_x,ENSG00000170775.3_x,ENSG00000175868.14_x,ENSG00000145087.12_x,ENSG00000242265.5_x
ENSG00000182379.10_x,ENSG00000256463.8_x,ENSG00000166106.3_x,ENSG00000185567.7_x,ENSG00000171094.18_x,ENSG00000053438.11_x,ENSG00000115353.11_x,ENSG00000043039.7_x,ENSG00000268400.5_x,ENSG00000256463.8_x
